Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
18-01-2022 00:00,S005,P0007,Furniture,South,138,14,60,8.57,72.92,0,Sunny,1,68.73,Autumn
18-01-2022 00:00,S005,P0008,Electronics,West,228,208,44,223.6,72.98,0,Rainy,0,75.47,Winter
18-01-2022 00:00,S005,P0009,Furniture,East,302,173,180,165.65,69.58,15,Sunny,1,73.31,Autumn
18-01-2022 00:00,S005,P0010,Groceries,South,328,204,127,209.28,83.84,5,Sunny,0,81.2,Winter
18-01-2022 00:00,S005,P0011,Clothing,East,138,78,75,89.66,68.6,10,Rainy,0,69.24,Autumn
18-01-2022 00:00,S005,P0012,Groceries,North,104,17,65,15.4,24.02,10,Snowy,1,21.67,Autumn
18-01-2022 00:00,S005,P0013,Toys,South,255,23,52,20.66,77.88,0,Snowy,0,81.25,Spring
18-01-2022 00:00,S005,P0014,Electronics,North,136,102,191,108.59,28.81,10,Cloudy,0,24.76,Winter
18-01-2022 00:00,S005,P0015,Furniture,South,287,256,57,246.75,24.83,15,Rainy,0,22.23,Autumn
18-01-2022 00:00,S005,P0016,Furniture,South,304,237,87,234.35,67.8,5,Snowy,1,70.66,Winter
18-01-2022 00:00,S005,P0017,Groceries,South,261,160,58,150.14,70.18,15,Sunny,0,72.68,Spring
18-01-2022 00:00,S005,P0018,Furniture,West,217,84,50,84.32,47.83,20,Rainy,1,50.8,Summer
18-01-2022 00:00,S005,P0019,Toys,West,499,194,159,197.82,80.76,10,Snowy,1,80,Winter
18-01-2022 00:00,S005,P0020,Toys,North,464,209,56,211.98,97.8,5,Rainy,1,94.29,Autumn
19-01-2022 00:00,S001,P0001,Groceries,West,431,211,139,228.92,97.97,10,Cloudy,0,95.06,Summer
19-01-2022 00:00,S001,P0002,Groceries,West,299,152,37,160.2,53.18,15,Snowy,1,50.35,Winter
19-01-2022 00:00,S001,P0003,Toys,North,428,132,124,123.37,87.69,5,Rainy,1,90.61,Summer
19-01-2022 00:00,S001,P0004,Groceries,East,398,362,23,379.23,37.99,10,Cloudy,1,40.24,Winter
19-01-2022 00:00,S001,P0005,Electronics,West,258,189,112,207.81,92.13,20,Cloudy,1,93.51,Winter
19-01-2022 00:00,S001,P0006,Electronics,North,128,12,79,31.29,50.74,5,Cloudy,1,54.58,Summer
19-01-2022 00:00,S001,P0007,Electronics,East,354,116,199,124.61,96.42,15,Rainy,0,97.95,Winter
19-01-2022 00:00,S001,P0008,Clothing,North,167,24,117,39.09,74.36,5,Cloudy,0,78.88,Spring
19-01-2022 00:00,S001,P0009,Toys,South,379,82,169,93.22,29.84,10,Sunny,0,30.47,Spring
19-01-2022 00:00,S001,P0010,Electronics,North,444,119,183,125.51,70.99,5,Cloudy,1,74.22,Winter
19-01-2022 00:00,S001,P0011,Electronics,East,469,149,158,140.76,60.93,15,Cloudy,1,58.87,Winter
19-01-2022 00:00,S001,P0012,Electronics,West,320,160,117,165.95,86.71,20,Rainy,0,86.65,Winter
19-01-2022 00:00,S001,P0013,Electronics,West,57,28,72,25.08,49.83,15,Cloudy,0,49.27,Autumn
19-01-2022 00:00,S001,P0014,Electronics,North,261,88,138,99.16,41.4,10,Sunny,0,40.44,Spring
19-01-2022 00:00,S001,P0015,Furniture,East,387,226,162,243.86,13.84,10,Cloudy,0,9,Winter
19-01-2022 00:00,S001,P0016,Clothing,East,50,0,166,13.36,98.44,5,Snowy,0,101.34,Autumn
19-01-2022 00:00,S001,P0017,Groceries,North,300,246,169,261.54,84.59,10,Sunny,0,83.42,Summer
19-01-2022 00:00,S001,P0018,Furniture,South,486,441,125,438.71,30.65,20,Rainy,1,34.49,Winter
19-01-2022 00:00,S001,P0019,Electronics,East,250,100,151,101.75,13.71,15,Sunny,1,13.59,Autumn
19-01-2022 00:00,S001,P0020,Clothing,North,269,61,41,51.14,76.18,20,Sunny,1,71.7,Summer
19-01-2022 00:00,S002,P0001,Groceries,East,159,89,168,88.02,27.97,0,Sunny,1,27.6,Autumn
19-01-2022 00:00,S002,P0002,Toys,West,482,414,75,417.15,86.01,20,Snowy,1,86.56,Autumn
19-01-2022 00:00,S002,P0003,Toys,East,362,160,139,161.68,67.57,15,Sunny,1,72.44,Summer
19-01-2022 00:00,S002,P0004,Electronics,South,417,207,145,225.62,35.05,0,Rainy,0,36.79,Spring
19-01-2022 00:00,S002,P0005,Furniture,East,113,97,151,91.57,98.17,20,Sunny,0,102,Autumn
19-01-2022 00:00,S002,P0006,Furniture,East,147,89,174,107.38,47.95,10,Snowy,1,47.52,Spring
19-01-2022 00:00,S002,P0007,Groceries,North,353,328,111,339.97,48.16,0,Rainy,1,46.99,Summer
19-01-2022 00:00,S002,P0008,Clothing,West,404,61,194,57.52,71.11,10,Cloudy,1,75.86,Summer
19-01-2022 00:00,S002,P0009,Groceries,West,450,138,158,145.69,89.51,5,Rainy,0,87.6,Winter
19-01-2022 00:00,S002,P0010,Clothing,East,281,155,82,171.29,95.5,0,Sunny,1,98.6,Spring
19-01-2022 00:00,S002,P0011,Electronics,North,91,56,104,63.33,68.99,15,Snowy,1,68.29,Winter
19-01-2022 00:00,S002,P0012,Toys,East,285,180,59,181.71,16.11,5,Snowy,0,17,Winter
19-01-2022 00:00,S002,P0013,Electronics,North,325,157,69,173.04,23.08,0,Rainy,0,23.67,Spring
19-01-2022 00:00,S002,P0014,Electronics,East,486,209,143,206.52,23.18,20,Cloudy,0,27.24,Spring
19-01-2022 00:00,S002,P0015,Clothing,South,442,388,142,387.15,90.05,5,Cloudy,1,94.17,Spring
19-01-2022 00:00,S002,P0016,Clothing,South,81,64,31,58.73,33.6,0,Cloudy,1,36.44,Winter
19-01-2022 00:00,S002,P0017,Toys,West,468,126,42,129.93,55.81,10,Rainy,0,59.88,Summer
19-01-2022 00:00,S002,P0018,Groceries,East,406,328,169,326.23,19.36,5,Rainy,1,21.32,Summer
19-01-2022 00:00,S002,P0019,Electronics,North,242,62,198,65.89,76.65,20,Rainy,0,77.29,Spring
19-01-2022 00:00,S002,P0020,Furniture,North,68,67,107,69.38,80.75,5,Snowy,1,84.04,Winter
19-01-2022 00:00,S003,P0001,Groceries,East,482,368,66,387.18,19.35,20,Sunny,1,22.79,Spring
19-01-2022 00:00,S003,P0002,Toys,North,57,40,154,32.09,18.2,20,Snowy,0,19.89,Winter
19-01-2022 00:00,S003,P0003,Toys,East,270,76,102,79.19,23.71,10,Sunny,0,19.86,Winter
19-01-2022 00:00,S003,P0004,Toys,North,495,86,169,83.65,21.65,5,Sunny,0,20.03,Winter
19-01-2022 00:00,S003,P0005,Clothing,East,73,68,135,58.57,74.12,15,Sunny,0,72.19,Summer
19-01-2022 00:00,S003,P0006,Electronics,East,103,103,165,114.58,53,10,Snowy,1,57.43,Summer
19-01-2022 00:00,S003,P0007,Furniture,North,312,307,167,318.89,85.7,10,Sunny,0,88.25,Autumn
19-01-2022 00:00,S003,P0008,Clothing,East,330,135,144,151.01,39.87,10,Rainy,0,37.51,Autumn
19-01-2022 00:00,S003,P0009,Groceries,South,370,47,113,59.23,59.13,15,Snowy,0,58.51,Autumn
19-01-2022 00:00,S003,P0010,Electronics,South,375,136,162,145.35,33.67,15,Cloudy,1,29.87,Winter
19-01-2022 00:00,S003,P0011,Clothing,West,275,134,189,147.25,34.35,0,Snowy,0,34.12,Spring
19-01-2022 00:00,S003,P0012,Furniture,East,126,50,75,49.16,13.17,20,Snowy,1,17.65,Spring
19-01-2022 00:00,S003,P0013,Electronics,South,471,140,26,154.47,32.75,0,Snowy,1,35.24,Spring
19-01-2022 00:00,S003,P0014,Groceries,East,363,295,113,310,76.66,20,Sunny,1,80.9,Autumn
19-01-2022 00:00,S003,P0015,Clothing,North,95,49,151,62.48,10.28,15,Snowy,0,5.34,Summer
19-01-2022 00:00,S003,P0016,Electronics,South,128,37,47,44.45,21.08,20,Snowy,0,24.33,Spring
19-01-2022 00:00,S003,P0017,Toys,West,462,446,99,460.59,41.03,10,Cloudy,0,40.47,Winter
19-01-2022 00:00,S003,P0018,Electronics,South,185,28,189,40.17,83.34,5,Sunny,1,80.15,Winter
19-01-2022 00:00,S003,P0019,Groceries,South,486,206,185,201.33,19.99,20,Sunny,0,23.74,Autumn
19-01-2022 00:00,S003,P0020,Furniture,East,94,5,74,-3.55,52.49,10,Sunny,0,54.14,Summer
19-01-2022 00:00,S004,P0001,Clothing,North,313,116,79,125.09,45.51,20,Sunny,0,47.1,Spring
19-01-2022 00:00,S004,P0002,Groceries,East,256,112,95,113.22,29.74,15,Snowy,0,28.41,Summer
19-01-2022 00:00,S004,P0003,Furniture,West,356,154,30,145.09,41.48,10,Cloudy,0,43.13,Autumn
19-01-2022 00:00,S004,P0004,Groceries,West,307,92,136,94.25,49.74,0,Rainy,0,48.55,Summer
19-01-2022 00:00,S004,P0005,Electronics,North,274,190,179,191.28,54.67,0,Sunny,1,50.38,Winter
19-01-2022 00:00,S004,P0006,Electronics,West,77,34,160,53.28,45.78,0,Rainy,1,44.98,Winter
19-01-2022 00:00,S004,P0007,Clothing,East,206,76,98,95.7,64.09,0,Sunny,0,64.72,Summer
19-01-2022 00:00,S004,P0008,Groceries,North,292,5,139,20.75,71.61,10,Sunny,0,76.17,Spring
19-01-2022 00:00,S004,P0009,Furniture,North,356,112,88,111.63,59.12,20,Sunny,0,63.64,Spring
19-01-2022 00:00,S004,P0010,Electronics,West,209,89,129,90.69,28.97,10,Cloudy,0,24.73,Autumn
19-01-2022 00:00,S004,P0011,Clothing,South,379,155,157,160.92,43.29,5,Cloudy,0,44.78,Summer
19-01-2022 00:00,S004,P0012,Clothing,North,75,6,67,23.98,80.58,20,Snowy,1,82.09,Autumn
19-01-2022 00:00,S004,P0013,Furniture,South,447,191,200,186.43,57.87,5,Sunny,0,60.26,Spring
19-01-2022 00:00,S004,P0014,Groceries,West,448,140,171,152.62,25.6,20,Rainy,0,25.54,Winter
19-01-2022 00:00,S004,P0015,Groceries,North,239,67,65,64.42,69.96,5,Sunny,1,69.16,Winter
19-01-2022 00:00,S004,P0016,Clothing,East,322,115,131,127.16,97.04,10,Cloudy,1,100,Winter
19-01-2022 00:00,S004,P0017,Groceries,East,194,120,92,116.68,17.21,0,Snowy,0,17.03,Autumn
19-01-2022 00:00,S004,P0018,Furniture,East,286,19,155,26.49,14.18,20,Sunny,0,10.77,Spring
19-01-2022 00:00,S004,P0019,Groceries,North,104,33,187,23.7,72.94,5,Cloudy,1,69.82,Winter
19-01-2022 00:00,S004,P0020,Groceries,East,305,75,105,78,40.84,10,Snowy,0,43.35,Spring
19-01-2022 00:00,S005,P0001,Furniture,South,191,186,170,196.11,25.25,5,Rainy,1,22.75,Spring
19-01-2022 00:00,S005,P0002,Furniture,North,372,335,81,334.17,30.17,15,Sunny,1,31.12,Spring
19-01-2022 00:00,S005,P0003,Electronics,East,332,251,61,250.52,83.77,15,Cloudy,1,82.3,Winter
19-01-2022 00:00,S005,P0004,Electronics,East,203,2,190,-7.35,54.63,10,Cloudy,1,59.61,Autumn
19-01-2022 00:00,S005,P0005,Groceries,South,69,49,164,53.12,26.76,0,Cloudy,1,28.44,Summer
19-01-2022 00:00,S005,P0006,Toys,West,260,170,83,187.53,87.43,5,Snowy,0,89.17,Summer
19-01-2022 00:00,S005,P0007,Furniture,West,137,41,126,42.29,88.19,10,Cloudy,0,92.18,Winter
19-01-2022 00:00,S005,P0008,Groceries,South,119,51,56,41.96,10.16,5,Sunny,0,14.9,Spring
19-01-2022 00:00,S005,P0009,Electronics,South,165,87,113,99.3,99.12,10,Rainy,0,94.95,Summer
19-01-2022 00:00,S005,P0010,Electronics,South,381,43,161,55.35,27.45,15,Rainy,0,28.22,Winter
19-01-2022 00:00,S005,P0011,Toys,West,439,269,168,284.68,65.41,10,Snowy,1,62.82,Winter
19-01-2022 00:00,S005,P0012,Clothing,West,99,9,143,20.12,76.35,0,Rainy,1,73.7,Autumn
19-01-2022 00:00,S005,P0013,Electronics,South,169,97,150,98.19,18.7,20,Sunny,0,23.64,Summer
19-01-2022 00:00,S005,P0014,Electronics,North,477,392,120,407.76,66.89,20,Cloudy,1,67.78,Summer
19-01-2022 00:00,S005,P0015,Groceries,North,491,370,94,386.36,68.13,15,Cloudy,0,64.44,Winter
19-01-2022 00:00,S005,P0016,Groceries,South,64,57,55,51.48,13.45,20,Snowy,0,8.7,Spring
19-01-2022 00:00,S005,P0017,Toys,East,415,90,61,99.01,84.65,0,Cloudy,1,82.59,Summer
19-01-2022 00:00,S005,P0018,Electronics,South,204,165,54,178.84,25.78,0,Rainy,1,26.53,Autumn
19-01-2022 00:00,S005,P0019,Toys,West,361,289,137,281.27,79.77,10,Sunny,1,82.9,Spring
19-01-2022 00:00,S005,P0020,Clothing,South,226,164,123,175.16,24.49,5,Rainy,1,24.12,Spring
20-01-2022 00:00,S001,P0001,Furniture,North,154,79,113,90.49,10.38,0,Cloudy,0,11.46,Spring
20-01-2022 00:00,S001,P0002,Toys,East,319,192,154,187.39,86.85,5,Snowy,0,91.62,Autumn
20-01-2022 00:00,S001,P0003,Groceries,South,377,67,30,75.91,53.62,10,Rainy,1,52.09,Winter
20-01-2022 00:00,S001,P0004,Toys,West,322,12,133,26.08,44.37,15,Sunny,0,45.99,Autumn
20-01-2022 00:00,S001,P0005,Furniture,North,492,460,193,465.22,83.53,20,Sunny,1,85.31,Summer
20-01-2022 00:00,S001,P0006,Furniture,West,160,138,43,145.16,83.21,20,Sunny,0,85.7,Spring
20-01-2022 00:00,S001,P0007,Electronics,West,328,204,46,217.51,52.97,10,Sunny,1,51.13,Summer
20-01-2022 00:00,S001,P0008,Groceries,North,50,48,141,67.2,15.38,10,Snowy,0,12.39,Autumn
20-01-2022 00:00,S001,P0009,Toys,North,457,211,104,204.89,41.4,0,Snowy,1,44.1,Summer
20-01-2022 00:00,S001,P0010,Clothing,East,327,165,52,175.76,95.73,5,Rainy,0,92.78,Spring
20-01-2022 00:00,S001,P0011,Toys,East,385,296,187,303.57,96.28,5,Cloudy,0,92.35,Autumn
20-01-2022 00:00,S001,P0012,Toys,East,380,191,148,210.48,92.59,15,Cloudy,0,88.84,Summer
20-01-2022 00:00,S001,P0013,Clothing,East,261,57,33,47.05,24.31,15,Snowy,0,19.99,Summer
20-01-2022 00:00,S001,P0014,Clothing,East,63,34,158,48.82,68.22,20,Sunny,0,66.68,Summer
20-01-2022 00:00,S001,P0015,Groceries,North,373,304,54,306.41,22.81,10,Sunny,1,24.61,Autumn
20-01-2022 00:00,S001,P0016,Groceries,West,178,163,79,158.18,60.82,15,Cloudy,0,56.14,Spring
20-01-2022 00:00,S001,P0017,Electronics,West,357,347,85,340.36,96.11,10,Cloudy,0,93.84,Autumn
20-01-2022 00:00,S001,P0018,Electronics,West,342,100,191,112.4,75.17,0,Snowy,0,72.32,Winter
20-01-2022 00:00,S001,P0019,Electronics,South,275,11,114,2.94,99.24,15,Snowy,0,102.48,Summer
20-01-2022 00:00,S001,P0020,Furniture,East,391,51,136,65.11,78.47,10,Snowy,1,81.56,Summer
20-01-2022 00:00,S002,P0001,Groceries,North,335,224,132,231.66,74.03,5,Sunny,0,69.72,Winter
20-01-2022 00:00,S002,P0002,Toys,South,381,142,125,154.53,74.73,15,Cloudy,0,74.63,Summer
20-01-2022 00:00,S002,P0003,Groceries,South,320,163,23,172.99,68.5,20,Cloudy,1,67.08,Autumn
20-01-2022 00:00,S002,P0004,Electronics,South,443,337,102,346.09,78.21,15,Cloudy,1,80.19,Autumn
20-01-2022 00:00,S002,P0005,Groceries,West,450,135,135,148.92,59.99,20,Rainy,1,57.49,Autumn
20-01-2022 00:00,S002,P0006,Toys,North,101,28,81,21.7,80.58,5,Cloudy,1,79.99,Spring
20-01-2022 00:00,S002,P0007,Groceries,East,121,87,23,87.76,52.77,20,Snowy,1,50.25,Summer
20-01-2022 00:00,S002,P0008,Furniture,South,188,188,172,191.22,69.8,20,Snowy,0,70.05,Winter
20-01-2022 00:00,S002,P0009,Groceries,West,476,346,120,356.69,82.2,15,Cloudy,0,80.68,Autumn
20-01-2022 00:00,S002,P0010,Clothing,North,172,171,93,187.24,88.84,5,Rainy,0,92.98,Spring
20-01-2022 00:00,S002,P0011,Toys,West,130,8,85,21.63,90.23,0,Snowy,0,86.02,Spring
20-01-2022 00:00,S002,P0012,Toys,North,87,36,84,45.07,19.07,0,Sunny,0,23.41,Autumn
20-01-2022 00:00,S002,P0013,Toys,South,358,47,81,49.58,42.02,20,Snowy,1,42.64,Summer
20-01-2022 00:00,S002,P0014,Toys,South,392,228,101,221.56,55.45,20,Snowy,1,51.7,Spring
20-01-2022 00:00,S002,P0015,Clothing,North,241,0,184,12.86,48.74,15,Sunny,1,47.7,Winter
20-01-2022 00:00,S002,P0016,Furniture,East,475,160,29,153.56,97.17,10,Cloudy,0,96.31,Winter
20-01-2022 00:00,S002,P0017,Clothing,East,465,163,147,179.36,95.82,5,Sunny,1,100.04,Autumn
20-01-2022 00:00,S002,P0018,Toys,East,344,227,85,236.26,89.92,10,Sunny,1,92.43,Summer
20-01-2022 00:00,S002,P0019,Furniture,West,462,110,50,107.2,12.27,10,Cloudy,0,9.15,Winter
20-01-2022 00:00,S002,P0020,Furniture,East,454,161,161,160.71,72.3,20,Cloudy,1,67.39,Winter
20-01-2022 00:00,S003,P0001,Furniture,South,201,19,45,26.61,40.4,20,Rainy,0,38.23,Autumn
20-01-2022 00:00,S003,P0002,Electronics,West,481,153,56,155.53,82.07,20,Sunny,0,78.23,Summer
20-01-2022 00:00,S003,P0003,Toys,West,135,132,198,143.07,84.69,10,Sunny,1,80.32,Summer
20-01-2022 00:00,S003,P0004,Toys,East,150,3,66,10.24,56.05,5,Sunny,1,60.05,Winter
20-01-2022 00:00,S003,P0005,Furniture,East,343,306,86,299.36,81.84,15,Snowy,1,82.88,Spring
20-01-2022 00:00,S003,P0006,Toys,North,496,193,41,187.22,79.38,15,Sunny,1,75.74,Autumn
20-01-2022 00:00,S003,P0007,Clothing,South,412,181,72,189.38,85.06,15,Snowy,0,87.78,Spring
20-01-2022 00:00,S003,P0008,Furniture,East,497,198,126,191.33,13.6,15,Sunny,1,9.69,Spring
20-01-2022 00:00,S003,P0009,Toys,South,495,469,165,470.75,27.14,10,Cloudy,1,28.59,Autumn
20-01-2022 00:00,S003,P0010,Groceries,North,482,471,144,464.75,10.73,5,Snowy,1,10.81,Spring
20-01-2022 00:00,S003,P0011,Groceries,East,241,156,143,152.52,86.72,10,Rainy,1,86.73,Autumn
20-01-2022 00:00,S003,P0012,Clothing,East,71,28,89,27.53,64.62,15,Rainy,1,61.24,Winter
20-01-2022 00:00,S003,P0013,Toys,South,59,59,79,49.13,38.75,5,Sunny,1,39.82,Spring
20-01-2022 00:00,S003,P0014,Toys,West,271,127,143,122.39,76.57,15,Cloudy,0,72.02,Spring
20-01-2022 00:00,S003,P0015,Groceries,West,228,25,130,36.26,66.12,15,Snowy,0,69.72,Winter
20-01-2022 00:00,S003,P0016,Toys,North,310,266,77,266.61,91.41,0,Cloudy,0,96.24,Spring
20-01-2022 00:00,S003,P0017,Electronics,South,298,192,37,208.72,24.16,5,Sunny,1,21.52,Summer
20-01-2022 00:00,S003,P0018,Electronics,North,273,176,128,169.86,91.94,0,Snowy,1,93.94,Winter
20-01-2022 00:00,S003,P0019,Electronics,West,148,115,89,131.69,70.36,15,Rainy,1,72.14,Summer
20-01-2022 00:00,S003,P0020,Furniture,East,479,17,28,26.6,53.07,10,Sunny,0,55.85,Autumn
20-01-2022 00:00,S004,P0001,Toys,North,283,47,199,50.09,60.39,5,Rainy,1,64.48,Spring
20-01-2022 00:00,S004,P0002,Furniture,West,231,78,130,74.26,60.1,15,Sunny,1,57.58,Autumn
20-01-2022 00:00,S004,P0003,Clothing,South,450,117,76,115.52,61.72,5,Rainy,0,65.34,Summer
20-01-2022 00:00,S004,P0004,Toys,South,485,387,184,385.46,49.71,0,Rainy,0,54.59,Spring
20-01-2022 00:00,S004,P0005,Furniture,West,429,259,194,267.76,62.5,15,Snowy,1,61.98,Winter
20-01-2022 00:00,S004,P0006,Furniture,North,488,39,139,56.17,29.22,15,Rainy,0,33.59,Summer
20-01-2022 00:00,S004,P0007,Furniture,South,209,114,128,133.83,12.25,20,Sunny,0,15.37,Autumn
20-01-2022 00:00,S004,P0008,Furniture,East,228,79,111,73.39,42.51,0,Snowy,0,42.36,Spring
20-01-2022 00:00,S004,P0009,Furniture,West,294,200,76,215.03,80.44,10,Cloudy,0,84.06,Autumn
20-01-2022 00:00,S004,P0010,Toys,West,500,48,154,50.11,90.59,10,Sunny,1,89.53,Autumn
20-01-2022 00:00,S004,P0011,Electronics,North,310,285,156,301.9,28.1,10,Snowy,0,24.72,Autumn
20-01-2022 00:00,S004,P0012,Electronics,South,216,193,195,202.67,20.9,0,Snowy,1,24.51,Summer
20-01-2022 00:00,S004,P0013,Clothing,West,472,208,126,227,42.64,20,Rainy,0,46.19,Autumn
20-01-2022 00:00,S004,P0014,Furniture,East,152,31,49,35.78,98.4,0,Snowy,0,102.08,Winter
20-01-2022 00:00,S004,P0015,Electronics,East,133,6,197,6.07,35.09,5,Cloudy,0,38.42,Winter
20-01-2022 00:00,S004,P0016,Furniture,West,429,212,78,210.41,26.32,15,Sunny,0,22.86,Autumn
20-01-2022 00:00,S004,P0017,Clothing,North,81,75,158,81.73,46.35,20,Rainy,0,43.85,Summer
20-01-2022 00:00,S004,P0018,Toys,South,138,11,152,26.86,19.81,5,Sunny,1,22.02,Summer
20-01-2022 00:00,S004,P0019,Furniture,North,500,108,88,124.16,61.09,0,Cloudy,1,64.39,Summer
20-01-2022 00:00,S004,P0020,Toys,West,267,210,85,212.4,19.14,5,Cloudy,0,22.87,Winter
20-01-2022 00:00,S005,P0001,Clothing,East,422,85,30,86.81,12.43,10,Cloudy,0,10.91,Autumn
20-01-2022 00:00,S005,P0002,Clothing,West,448,326,80,341.53,44.14,10,Rainy,1,41.94,Spring
20-01-2022 00:00,S005,P0003,Electronics,West,227,211,148,216.49,33.04,5,Snowy,1,33.18,Autumn
20-01-2022 00:00,S005,P0004,Electronics,North,244,130,130,149.54,32.58,5,Rainy,1,36.23,Summer
20-01-2022 00:00,S005,P0005,Groceries,South,317,80,161,70.81,51.25,20,Sunny,1,55.29,Spring
20-01-2022 00:00,S005,P0006,Toys,West,341,196,199,206.59,91.48,5,Cloudy,1,87.01,Summer
20-01-2022 00:00,S005,P0007,Furniture,East,397,44,42,40.41,48.39,20,Snowy,1,44.75,Winter
20-01-2022 00:00,S005,P0008,Electronics,South,149,75,188,68.04,21.33,5,Sunny,1,19.18,Winter
20-01-2022 00:00,S005,P0009,Clothing,West,85,37,69,27.24,36.12,15,Rainy,0,31.7,Winter
20-01-2022 00:00,S005,P0010,Clothing,East,74,63,157,62.65,19.55,0,Sunny,1,16.08,Summer
20-01-2022 00:00,S005,P0011,Furniture,West,73,5,192,18.86,67.08,15,Rainy,0,67.47,Spring
20-01-2022 00:00,S005,P0012,Furniture,South,254,236,130,254.46,56.24,10,Sunny,0,60.3,Autumn
20-01-2022 00:00,S005,P0013,Furniture,East,410,157,168,168.94,65.84,10,Sunny,0,64.48,Winter
20-01-2022 00:00,S005,P0014,Electronics,South,344,163,177,163.5,31.1,0,Sunny,1,33.55,Autumn
20-01-2022 00:00,S005,P0015,Toys,North,223,55,85,62.95,30.71,10,Cloudy,1,29.66,Summer
20-01-2022 00:00,S005,P0016,Electronics,North,63,8,105,2.61,64.07,0,Rainy,0,66.23,Autumn
20-01-2022 00:00,S005,P0017,Toys,South,359,326,190,322.13,34.59,5,Snowy,1,32.07,Winter
20-01-2022 00:00,S005,P0018,Toys,West,172,26,186,32.01,65.1,20,Rainy,0,67.63,Winter
20-01-2022 00:00,S005,P0019,Toys,South,298,264,147,257.71,27.73,20,Cloudy,0,29.56,Summer
20-01-2022 00:00,S005,P0020,Furniture,West,482,23,59,15.86,73.86,20,Sunny,1,78.35,Winter
21-01-2022 00:00,S001,P0001,Clothing,South,430,390,195,401.1,13.1,15,Snowy,1,15.14,Summer
21-01-2022 00:00,S001,P0002,Groceries,East,220,171,20,183.37,22.82,0,Sunny,0,23.11,Autumn
21-01-2022 00:00,S001,P0003,Clothing,South,115,56,152,67.23,67.21,15,Sunny,0,63.18,Winter
21-01-2022 00:00,S001,P0004,Electronics,North,98,79,153,96.3,40.08,5,Sunny,1,42.22,Spring
21-01-2022 00:00,S001,P0005,Electronics,West,321,76,191,66.23,12.56,15,Cloudy,0,16.13,Summer
21-01-2022 00:00,S001,P0006,Toys,South,449,125,42,127.94,18.96,15,Sunny,0,16.93,Autumn
21-01-2022 00:00,S001,P0007,Electronics,North,470,95,99,97.17,65.69,20,Sunny,0,67.59,Spring
21-01-2022 00:00,S001,P0008,Clothing,North,77,17,100,16,53.66,5,Rainy,1,58.17,Winter
21-01-2022 00:00,S001,P0009,Groceries,South,331,137,164,144.04,63.96,20,Cloudy,0,63.77,Winter
21-01-2022 00:00,S001,P0010,Electronics,North,74,74,39,88.43,68.57,15,Cloudy,1,65.56,Autumn
21-01-2022 00:00,S001,P0011,Toys,North,86,30,27,31.43,74.03,15,Rainy,1,73.94,Winter
21-01-2022 00:00,S001,P0012,Electronics,South,242,183,28,191.08,74.84,10,Sunny,0,71.81,Spring
21-01-2022 00:00,S001,P0013,Electronics,West,147,26,126,36.12,96.16,20,Rainy,0,100.41,Winter
21-01-2022 00:00,S001,P0014,Electronics,South,212,165,130,161.11,60.97,15,Cloudy,1,65.51,Spring
21-01-2022 00:00,S001,P0015,Toys,North,183,65,88,84.52,56.73,5,Rainy,0,55.76,Spring
21-01-2022 00:00,S001,P0016,Groceries,North,204,168,35,170.24,30.67,15,Snowy,1,26.45,Winter
21-01-2022 00:00,S001,P0017,Electronics,East,200,189,74,182.76,90.16,15,Snowy,1,91.46,Autumn
21-01-2022 00:00,S001,P0018,Furniture,North,323,213,99,230.71,41.02,5,Snowy,0,43.92,Winter
21-01-2022 00:00,S001,P0019,Furniture,East,407,46,195,54.11,31.17,0,Sunny,0,31.01,Winter
21-01-2022 00:00,S001,P0020,Electronics,North,103,10,175,19.43,40.8,20,Cloudy,0,41.15,Spring
21-01-2022 00:00,S002,P0001,Clothing,South,72,17,99,14.05,60.43,10,Rainy,0,64.76,Spring
21-01-2022 00:00,S002,P0002,Electronics,West,59,49,88,64.75,43.74,20,Cloudy,0,39.64,Winter
21-01-2022 00:00,S002,P0003,Electronics,East,395,147,40,159.77,59.61,5,Snowy,1,63.01,Autumn
21-01-2022 00:00,S002,P0004,Electronics,East,488,476,37,482.79,32.05,15,Sunny,0,36.5,Autumn
21-01-2022 00:00,S002,P0005,Groceries,South,259,5,131,-2.17,33.29,0,Rainy,1,34,Winter
21-01-2022 00:00,S002,P0006,Electronics,West,413,32,133,51.98,19.42,15,Sunny,0,24.31,Summer
21-01-2022 00:00,S002,P0007,Clothing,South,392,344,193,356.52,74.95,5,Cloudy,0,72.45,Spring
21-01-2022 00:00,S002,P0008,Groceries,South,244,155,25,170.98,94.18,10,Snowy,0,90.06,Winter
21-01-2022 00:00,S002,P0009,Electronics,South,483,428,42,446.87,42.6,10,Sunny,1,44.27,Autumn
21-01-2022 00:00,S002,P0010,Toys,North,108,72,22,63.18,34.76,10,Rainy,0,36.52,Spring
21-01-2022 00:00,S002,P0011,Electronics,North,64,39,108,52.16,47.9,10,Sunny,0,49.89,Summer
21-01-2022 00:00,S002,P0012,Electronics,East,486,455,22,448.04,30.15,10,Snowy,0,31.64,Summer
21-01-2022 00:00,S002,P0013,Clothing,West,55,16,173,31.66,26.16,0,Snowy,0,28.86,Winter
